,Year,Brand,Model,Driven_Kms,Fuel_Type,Transmission_Type,Features,City,Price(L),EMI(month)
2057,2019,Volkswagen,Ameo COMFORTLINE 1.0L,54390,Petrol,Manual,Alloy Wheels,Bangalore,6.16,"12,043"
2058,2013,Maruti,Swift Dzire VXI,51607,Petrol,Manual,Spl. Reg. No.,Bangalore,4.59,"12,087"
2059,2019,Maruti,Ciaz ALPHA 1.5 SHVS PETROL,62586,Petrol,Manual,Alloy Wheels,Bangalore,7.91,"15,464"
2060,2018,Volkswagen,Ameo HIGHLINE1.0L,13899,Petrol,Manual,Top Model,Bangalore,6.42,"12,551"
2061,2015,Maruti,Ciaz ZXI,54694,Petrol,Manual,Alloy Wheels,Bangalore,6.12,"11,965"
2062,2012,Maruti,Swift VXI,64557,Petrol,Manual,100% Tyre Life,Bangalore,4.63,"15,378"
2063,2020,Honda,City 1.5L I-VTEC ZX,30951,Petrol,Manual,Top Model,Bangalore,11.56,"22,003"
2064,2018,Hyundai,i20 Active 1.2 S,15884,Petrol,Manual,Regularly Serviced,Bangalore,6.99,"13,666"
2065,2022,KIA,CARENS LUXURY PLUS 1.4 PETROL 7 STR,10776,Petrol,Manual,Regularly Serviced,Bangalore,18.42,"35,061"
2066,2016,Maruti,Swift VXI O,66722,Petrol,Manual,Regularly Serviced,Bangalore,5.79,"11,320"
2067,2017,Maruti,IGNIS ZETA 1.2 AMT,22456,Petrol,Automatic,Alloy Wheels,Bangalore,6.12,"11,965"
2068,2021,Maruti,Ertiga VXI AT SHVS,37603,Petrol,Automatic,Regularly Serviced,Bangalore,10.32,"19,643"
2069,2018,Hyundai,Elite i20 SPORTZ 1.4 CRDI,86177,Diesel,Manual,Safety Specs.,Bangalore,6.63,"12,962"
2070,2013,Maruti,Swift Dzire VXI,70963,Petrol,Manual,Regularly Serviced,Bangalore,4.73,"12,456"
2071,2016,Honda,City 1.5L I-VTEC VX CVT,50959,Petrol,Automatic,Sunroof,Bangalore,7.39,"14,448"
2072,2014,Renault,Duster 85 PS RXL DIESEL,94424,Diesel,Manual,100% Tyre Life,Bangalore,5.95,"15,669"
2073,2015,Hyundai,Eon ERA +,83924,Petrol,Manual,Regularly Serviced,Bangalore,2.49,"4,868"
2074,2014,Renault,Duster 85 PS RXL DIESEL,69898,Diesel,Manual,goodClearance,Bangalore,6.14,"16,169"
2075,2016,Maruti,Alto K10 VXI,65484,Petrol,Manual,Top Model,Bangalore,3.18,"6,217"
2076,2017,Maruti,Dzire ZDI PLUS,121318,Diesel,Manual,Top Model,Bangalore,6.59,"14,659"
2077,2016,Honda,City 1.5L I-VTEC SV CVT,40580,Petrol,Automatic,100% Tyre Life,Bangalore,6.79,"13,275"
2078,2015,Hyundai,Elite i20 ASTA 1.2,120248,Petrol,Manual,Top Model,Bangalore,5.85,"13,013"
2079,2013,Maruti,Wagon R 1.0 LXI,123780,Petrol,Manual,Low Run Cost,Bangalore,2.89,"7,610"
2080,2022,Tata,ALTROZ XZA PLUS,16443,Petrol,Automatic,Alloy Wheels,Bangalore,9.68,"18,425"
2081,2021,Tata,NEXON XZA PLUS SUNROOF PETROL,17129,Petrol,Automatic,Top Model,Bangalore,10.51,"20,005"
2082,2015,Hyundai,Grand i10 ASTA 1.2 KAPPA VTVT,87873,Petrol,Manual,Top Model,Bangalore,4.56,"8,915"
2083,2016,Maruti,Celerio VXI (O),90686,Petrol,Manual,Regularly Serviced,Bangalore,4.04,"7,898"
2084,2022,Hyundai,VENUE S 1.2,18184,Petrol,Manual,Regularly Serviced,Bangalore,9.16,"17,435"
2085,2013,Maruti,Ertiga VXI,81710,Petrol,Manual,Family Car,Bangalore,6.53,"17,196"
2086,2021,Maruti,Celerio ZXI (O),33689,Petrol,Manual,Top Model,Bangalore,6.06,"11,847"
2087,2016,Ford,Ecosport TREND 1.5L PETROL,49017,Petrol,Manual,goodClearance,Bangalore,5.87,"11,476"
2088,2017,Maruti,Celerio ZXI AMT,30005,Petrol,Automatic,Top Model,Bangalore,4.47,"8,739"
2089,2021,Maruti,S PRESSO VXI+,20784,Petrol,Manual,Top Model,Bangalore,4.88,"9,540"
2090,2017,Hyundai,Elite i20 ASTA 1.2,32241,Petrol,Manual,Top Model,Bangalore,7.53,"14,721"
2091,2019,Honda,Jazz 1.2L I-VTEC V,29349,Petrol,Manual,Alloy Wheels,Bangalore,7.01,"13,705"
2092,2020,Maruti,S PRESSO VXI PLUS AMT,14644,Petrol,Automatic,Top Model,Bangalore,5.23,"10,225"
2093,2020,Maruti,Baleno DELTA PETROL 1.2,32571,Petrol,Manual,Regularly Serviced,Bangalore,6.93,"13,548"
2094,2016,Hyundai,Grand i10 SPORTZ 1.2 KAPPA VTVT,26881,Petrol,Manual,Spl. Reg. No.,Bangalore,4.71,"9,208"
2095,2021,Ford,Ecosport TITANIUM 1.5L SPORTS(SUNROOF) DIESEL,18380,Diesel,Manual,Sunroof,Bangalore,11.11,"21,147"
2096,2019,Toyota,Glanza G ISG,15467,Petrol,Manual,Alloy Wheels,Bangalore,8.08,"15,380"
2097,2016,Hyundai,Elite i20 SPORTZ 1.2,5924,Petrol,Manual,Regularly Serviced,Bangalore,7.07,"13,822"
2098,2016,Skoda,Rapid 1.5 TDI AT STYLE PLUS,55121,Diesel,Automatic,100% Tyre Life,Bangalore,6.89,"13,470"
2099,2021,Hyundai,NEW I20 ASTA (O) 1.5 CRDI MT,22678,Diesel,Manual,Top Model,Bangalore,10.72,"20,405"
2100,2011,Hyundai,i10 SPORTZ 1.2,88354,Petrol,Manual,City Driven,Bangalore,2.46,"11,580"
2101,2014,Hyundai,Xcent S 1.2,46721,Petrol,Manual,City Driven,Bangalore,4.58,"10,188"
2102,2019,Maruti,Swift ZXI PLUS AMT,54592,Petrol,Automatic,Top Model,Bangalore,6.61,"12,923"
2103,2013,Maruti,Swift VDI,96413,Diesel,Manual,City Driven,Bangalore,4.44,"14,747"
2104,2019,Jeep,Compass LIMITED 1.4 PETROL AT,46444,Petrol,Automatic,Alloy Wheels,Bangalore,13.67,"26,020"
2105,2020,Renault,Kwid CLIMBER 1.0 (O),29526,Petrol,Manual,Regularly Serviced,Bangalore,4.54,"8,876"
2106,2017,Maruti,Ciaz DELTA 1.4 MT PETROL,94757,Petrol,Manual,Regularly Serviced,Bangalore,5.54,"10,831"
2107,2014,Renault,Duster 110 PS RXL ADVENTURE,59617,Diesel,Manual,Alloy Wheels,Bangalore,6.15,"16,195"
2108,2021,Tata,TIGOR XM PETROL,23299,Petrol,Manual,Regularly Serviced,Bangalore,6.90,"13,490"
2109,2020,Honda,City 1.5L I-VTEC ZX,68475,Petrol,Manual,Top Model,Bangalore,10.77,"20,500"
2110,2012,Maruti,Swift Dzire VXI,23960,Petrol,Manual,Regularly Serviced,Bangalore,5.05,"16,773"
2111,2020,Hyundai,Verna SX 1.5 VTVT,9503,Petrol,Manual,Top Model,Bangalore,10.99,"20,918"
2112,2017,Renault,Kwid CLIMBER 1.0 AMT,25747,Petrol,Automatic,Regularly Serviced,Bangalore,4.12,"8,055"
2113,2022,KIA,SONET GTX PLUS 1.5,5195,Diesel,Manual,Sunroof,Bangalore,13.81,"26,286"
2114,2019,Hyundai,Elite i20 SPORTZ PLUS 1.2,39915,Petrol,Manual,Regularly Serviced,Bangalore,7.06,"13,802"
2115,2019,Maruti,Baleno ALPHA CVT PETROL 1.2,12133,Petrol,Automatic,Top Model,Bangalore,8.50,"16,179"
2116,2015,Hyundai,Grand i10 SPORTZ 1.2 KAPPA VTVT,31743,Petrol,Manual,Regularly Serviced,Bangalore,4.71,"9,208"
2117,2019,Honda,Amaze 1.5L I-DTEC V CVT,49663,Diesel,Automatic,Alloy Wheels,Bangalore,8.10,"15,418"
2118,2021,Hyundai,NEW I20 ASTA (O) 1.5 CRDI MT,21128,Diesel,Manual,Top Model,Bangalore,10.80,"20,557"
2119,2021,Toyota,Glanza G,19577,Petrol,Manual,Alloy Wheels,Bangalore,8.17,"15,551"
2120,2021,Hyundai,ALCAZAR PRESTIGE (O) 6STR 2.0 AT,12485,Petrol,Automatic,Sunroof,Bangalore,17.81,"33,900"
2121,2019,Maruti,New Wagon-R ZXI 1.2 AMT,56264,Petrol,Automatic,Safety Specs.,Bangalore,5.41,"10,577"
2122,2018,Honda,Amaze 1.2L I-VTEC V CVT,24377,Petrol,Automatic,Alloy Wheels,Bangalore,7.94,"15,523"
2123,2022,Maruti,Celerio ZXI PLUS,22092,Petrol,Manual,Alloy Wheels,Bangalore,6.73,"13,157"
2124,2023,Toyota,Glanza G AMT,1724,Petrol,Automatic,Alloy Wheels,Bangalore,9.20,"17,511"
2125,2019,Hyundai,Elite i20 SPORTZ PLUS 1.2,13438,Petrol,Manual,Regularly Serviced,Bangalore,6.88,"13,451"
2126,2018,Skoda,Rapid 1.6 MPI STYLE PLUS MT,40268,Petrol,Manual,Regularly Serviced,Bangalore,7.50,"14,663"
2127,2015,Maruti,Celerio ZXI,32948,Petrol,Manual,Top Model,Bangalore,4.42,"8,641"
2128,2015,Maruti,Wagon R 1.0 VXI,52262,Petrol,Manual,Top Model,Bangalore,3.87,"7,566"
2129,2014,Maruti,Wagon R Stingray VXI,54124,Petrol,Manual,Top Model,Bangalore,3.67,"8,164"
2130,2016,Volkswagen,Ameo HIGHLINE1.2L,97656,Petrol,Manual,Top Model,Bangalore,4.95,"9,677"
2131,2021,Maruti,Swift VXI,28902,Petrol,Manual,Regularly Serviced,Bangalore,6.68,"13,060"
2132,2022,Volkswagen,VIRTUS TOPLINE TSI 1.0 MT,35413,Petrol,Manual,Sunroof,Bangalore,13.68,"26,039"
2133,2017,Hyundai,Creta E PLUS 1.6 PETROL,50026,Petrol,Manual,100% Tyre Life,Bangalore,7.74,"15,132"
2134,2011,Maruti,Swift Dzire VDI,110310,Diesel,Manual,Regularly Serviced,Bangalore,3.85,"34,207"
2135,2015,Honda,City 1.5L I-VTEC VX CVT,82528,Petrol,Automatic,Spl. Reg. No.,Bangalore,6.90,"13,490"
2136,2017,Hyundai,Creta SX 1.6 DIESEL,86687,Diesel,Manual,Top Model,Bangalore,9.90,"18,844"
2137,2019,Renault,TRIBER RXL MT,43057,Petrol,Manual,Safety Specs.,Bangalore,6.14,"12,004"
2138,2022,Mahindra,Thar LX D 4WD MT CONVERTIBLE,39917,Diesel,Manual,Fancy Reg. No.,Bangalore,14.91,"28,380"
2139,2020,Hyundai,Creta SX 1.5 PETROL,67670,Petrol,Manual,Top Model,Bangalore,12.43,"23,659"
2140,2017,Volkswagen,Vento HIGHLINE PETROL AT,38945,Petrol,Automatic,Top Model,Bangalore,7.73,"15,112"
2141,2012,Honda,City 1.5L I-VTEC V MT,116738,Petrol,Manual,Alloy Wheels,Bangalore,4.38,"14,548"
2142,2019,Honda,Amaze 1.2L I-VTEC V,22419,Petrol,Manual,Alloy Wheels,Bangalore,7.02,"13,724"
2143,2012,Hyundai,i10 ERA 1.1,88916,Petrol,Manual,City Driven,Bangalore,2.82,"9,366"
2144,2018,Hyundai,Elite i20 ERA 1.2,44440,Petrol,Manual,Regularly Serviced,Bangalore,5.19,"10,147"
2145,2013,Maruti,Ertiga VXI,63956,Petrol,Manual,Family Car,Bangalore,6.21,"16,353"
2146,2018,Ford,FREESTYLE TITANIUM 1.2 PETROL,50067,Petrol,Manual,Safety Specs.,Bangalore,6.09,"11,906"
2147,2012,Hyundai,Santro Xing GL PLUS,57275,Petrol,Manual,100% Tyre Life,Bangalore,2.42,"8,038"
2148,2016,Skoda,Rapid AMBITION 1.5 TDI,135459,Diesel,Manual,Alloy Wheels,Bangalore,5.94,"13,213"
2149,2012,Maruti,Ertiga VDI,82163,Diesel,Manual,Spl. Reg. No.,Bangalore,6.53,"30,739"
2150,2011,Hyundai,i10 MAGNA 1.2,74697,Petrol,Manual,Regularly Serviced,Bangalore,2.84,"13,369"
2151,2021,Tata,Harrier XM 2.0L KRYOTEC,46225,Diesel,Manual,Regularly Serviced,Bangalore,14.61,"27,809"
2152,2015,Volkswagen,Polo GT TSI AT,105137,Petrol,Automatic,Alloy Wheels,Bangalore,6.52,"14,503"
2153,2011,Hyundai,i10 MAGNA 1.2,52173,Petrol,Manual,Regularly Serviced,Bangalore,2.95,"13,887"
2154,2011,Volkswagen,Polo TRENDLINE 1.2L PETROL,114373,Petrol,Manual,City Driven,Bangalore,3.32,"15,628"
2155,2022,Hyundai,Creta EX 1.5 PETROL,14934,Petrol,Manual,Regularly Serviced,Bangalore,12.43,"23,653"
2156,2017,Hyundai,Creta E PLUS 1.6 PETROL,101891,Petrol,Manual,Safety Specs.,Bangalore,8.07,"17,546"
2157,2013,Hyundai,i20 MAGNA (O) 1.4 CRDI,94378,Diesel,Manual,100% Tyre Life,Bangalore,3.82,"12,688"
2158,2019,Renault,TRIBER RXZ,64726,Petrol,Manual,Top Model,Bangalore,5.61,"10,968"
2159,2016,Mahindra,XUV500 W6,69806,Diesel,Manual,Safety Specs.,Bangalore,8.80,"16,750"
2160,2013,Maruti,Ertiga VXI,62170,Petrol,Manual,100% Tyre Life,Bangalore,6.69,"17,625"
2161,2020,Maruti,IGNIS ZETA 1.2,30628,Petrol,Manual,Spl. Reg. No.,Bangalore,6.17,"12,062"
2162,2013,Maruti,Swift VXI,65968,Petrol,Manual,City Driven,Bangalore,4.09,"10,771"
2163,2019,Hyundai,VENUE S 1.0 TURBO DCT,38010,Petrol,Automatic,Regularly Serviced,Bangalore,9.05,"17,226"
2164,2014,Honda,Amaze 1.2L I-VTEC EX,92243,Petrol,Manual,City Driven,Bangalore,3.79,"8,431"
2165,2012,Honda,City 1.5L I-VTEC S MT,87836,Petrol,Manual,Alloy Wheels,Bangalore,4.89,"16,242"
2166,2017,Volkswagen,Vento HIGHLINE PETROL AT,64727,Petrol,Automatic,Top Model,Bangalore,7.28,"14,233"
2167,2012,Hyundai,i20 SPORTZ 1.2,90230,Petrol,Manual,Spl. Reg. No.,Bangalore,4.19,"13,917"
2168,2012,Hyundai,i10 SPORTZ 1.2 AT,67465,Petrol,Automatic,Regularly Serviced,Bangalore,3.24,"10,761"
2169,2021,Renault,Kwid CLIMBER 1.0 AMT (O),11981,Petrol,Automatic,Regularly Serviced,Bangalore,5.17,"10,107"
2170,2016,Maruti,Vitara Brezza ZDI,56119,Diesel,Manual,Top Model,Bangalore,7.94,"15,523"
2171,2016,Hyundai,Elite i20 ASTA 1.4 CRDI (O),71748,Diesel,Manual,Top Model,Bangalore,6.26,"12,238"
2172,2013,Maruti,Swift Dzire VXI,74671,Petrol,Manual,City Driven,Bangalore,4.57,"12,035"
2173,2014,Maruti,Swift Dzire VXI,93374,Petrol,Manual,100% Tyre Life,Bangalore,4.41,"9,810"
2174,2018,Honda,Amaze 1.2L I-VTEC VX CVT,18466,Petrol,Automatic,Regularly Serviced,Bangalore,7.22,"14,115"
2175,2018,Maruti,Dzire VXI,18075,Petrol,Manual,Regularly Serviced,Bangalore,6.15,"12,016"
2176,2020,Jeep,Compass LONGITUDE PLUS 1.4 PETROL AT,55863,Petrol,Automatic,Spl. Reg. No.,Bangalore,14.47,"27,542"
2177,2018,Jeep,Compass LIMITED PLUS DIESEL,80135,Diesel,Manual,Sunroof,Bangalore,14.99,"28,532"
2178,2013,Maruti,Swift Dzire VXI,55633,Petrol,Manual,100% Tyre Life,Bangalore,5.10,"13,430"
2179,2013,Maruti,Swift VDI,97793,Diesel,Manual,City Driven,Bangalore,4.51,"14,980"
2180,2013,Maruti,Swift Dzire VXI,75281,Petrol,Manual,City Driven,Bangalore,4.39,"11,561"
2181,2014,Mahindra,XUV500 W6,87735,Diesel,Manual,Family Car,Bangalore,7.92,"20,856"
2182,2021,Hyundai,Creta SX (O) AT 1.5 DIESEL,46516,Diesel,Automatic,Top Model,Bangalore,18.66,"35,518"
2183,2017,Maruti,IGNIS DELTA 1.2,104359,Petrol,Manual,Regularly Serviced,Bangalore,4.56,"10,143"
2184,2015,Honda,City 1.5L I-VTEC VX CVT,47484,Petrol,Automatic,Sunroof,Bangalore,6.05,"11,828"
2185,2014,Maruti,Swift Dzire VXI,59904,Petrol,Manual,100% Tyre Life,Bangalore,4.07,"9,053"
2186,2019,Datsun,Go Plus T(O),26825,Petrol,Manual,Alloy Wheels,Bangalore,4.28,"8,367"
2187,2011,Mahindra,Scorpio SLE,116174,Diesel,Manual,Family Car,Bangalore,4.53,"40,249"
2188,2018,Honda,Amaze 1.2L I-VTEC S,83623,Petrol,Manual,,Bangalore,4.40,"8,602"
2189,2015,Maruti,Celerio VXI AMT,41219,Petrol,Automatic,100% Tyre Life,Bangalore,3.57,"6,979"
2190,2014,Volkswagen,Vento HIGHLINE DIESEL 1.6,83566,Diesel,Manual,Spl. Reg. No.,Bangalore,4.53,"11,917"
2191,2016,Hyundai,Grand i10 ASTA AT 1.2 KAPPA VTVT,39583,Petrol,Automatic,Top Model,Bangalore,5.09,"9,951"
2192,2022,Renault,TRIBER RXT AMT,35860,Petrol,Automatic,Regularly Serviced,Bangalore,7.44,"14,545"
2193,2014,Maruti,Swift Dzire VXI,98603,Petrol,Manual,Essntl. Specs,Bangalore,4.17,"9,276"
2194,2010,Hyundai,Verna TRANSFORM 1.6 SX VTVT,68841,Petrol,Manual,Top Model,Bangalore,2.89,"25,677"
2195,2018,Nissan,Micra XV CVT,23964,Petrol,Automatic,Top Model,Bangalore,4.84,"9,462"
2196,2016,Hyundai,Verna 1.6 VTVT SX AT,26786,Petrol,Automatic,Top Model,Bangalore,6.90,"13,490"
2197,2019,Maruti,Ciaz SIGMA 1.5 SHVS MT  PETROL,26894,Petrol,Manual,Safety Specs.,Bangalore,7.10,"13,881"
2198,2016,Renault,Kwid RXT 1.0,45882,Petrol,Manual,Top Model,Bangalore,3.27,"6,393"
2199,2022,Skoda,SLAVIA AMBITION 1.0L TSI AT,9900,Petrol,Automatic,Alloy Wheels,Bangalore,13.31,"25,334"
2200,2012,Renault,Pulse RXL DIESEL,96796,Diesel,Manual,City Driven,Bangalore,2.62,"12,333"
2201,2015,Hyundai,Grand i10 ASTA 1.2 KAPPA VTVT,72907,Petrol,Manual,Top Model,Bangalore,4.76,"9,306"
2202,2015,Honda,City 1.5L I-VTEC SV CVT,37346,Petrol,Automatic,Regularly Serviced,Bangalore,6.29,"12,297"
2203,2018,Renault,Kwid RXT 0.8,35966,Petrol,Manual,Top Model,Bangalore,3.22,"6,295"
2204,2017,Hyundai,Grand i10 ASTA 1.2 KAPPA VTVT,33680,Petrol,Manual,Top Model,Bangalore,5.59,"10,929"
2205,2017,Renault,Kwid RXT 1.0 AMT (O),31182,Petrol,Automatic,Top Model,Bangalore,3.33,"6,510"
2206,2021,Renault,Kiger RXZ MT,16475,Petrol,Manual,Top Model,Bangalore,7.75,"15,151"
2207,2014,Mahindra,XUV500 W6,92368,Diesel,Manual,100% Tyre Life,Bangalore,8.03,"20,754"
2208,2020,Honda,City 1.5L I-VTEC VX CVT,41750,Petrol,Automatic,Spl. Reg. No.,Bangalore,12.31,"23,431"
2209,2019,Renault,Kwid RXT 1.0 (O),11341,Petrol,Manual,Regularly Serviced,Bangalore,4.51,"8,817"
2210,2021,Datsun,Redi Go A,31302,Petrol,Manual,Regularly Serviced,Bangalore,3.22,"6,295"
2211,2017,Hyundai,Grand i10 SPORTZ (O) 1.2 KAPPA VTVT,67991,Petrol,Manual,Regularly Serviced,Bangalore,5.13,"10,029"
2212,2013,Hyundai,Verna FLUIDIC 1.6 CRDI SX,46079,Diesel,Manual,Top Model,Bangalore,5.58,"18,534"
2213,2012,Honda,City 1.5L I-VTEC S MT,98099,Petrol,Manual,Alloy Wheels,Bangalore,3.89,"12,930"
2214,2015,Honda,City 1.5L I-VTEC V MT,68878,Petrol,Manual,Spl. Reg. No.,Bangalore,6.15,"12,023"
2215,2016,Hyundai,Creta SX PLUS AT 1.6 PETROL,50964,Petrol,Automatic,Top Model,Bangalore,9.21,"17,530"
2216,2016,Maruti,Celerio ZXI AMT,28404,Petrol,Automatic,Top Model,Bangalore,4.76,"9,306"
2217,2018,Toyota,Innova Crysta 2.8 GX AT 8 STR,72202,Diesel,Automatic,Alloy Wheels,Bangalore,17.01,"32,377"
2218,2018,Maruti,IGNIS DELTA 1.2,88732,Petrol,Manual,Safety Specs.,Bangalore,4.32,"8,446"
2219,2018,Maruti,Celerio X ZXI (O),61676,Petrol,Manual,Alloy Wheels,Bangalore,4.32,"8,446"
2220,2012,Maruti,Zen Estilo VXI,65340,Petrol,Manual,Top Model,Bangalore,2.19,"7,274"
2221,2015,Maruti,Swift ZDI,72093,Diesel,Manual,Top Model,Bangalore,5.21,"11,589"
2222,2017,Maruti,Swift VXI O,59084,Petrol,Manual,100% Tyre Life,Bangalore,5.72,"11,183"
2223,2019,Volkswagen,Polo COMFORTLINE 1.0L MPI,18914,Petrol,Manual,Regularly Serviced,Bangalore,6.43,"12,571"
2224,2021,Maruti,Swift VXI,32017,Petrol,Manual,Regularly Serviced,Bangalore,6.85,"13,392"
2225,2018,Volkswagen,Polo COMFORTLINE 1.0L MPI,78764,Petrol,Manual,Regularly Serviced,Bangalore,5.72,"11,183"
2226,2012,Maruti,Ertiga VDI,137247,Diesel,Manual,Family Car,Bangalore,6.12,"28,809"
2227,2015,Hyundai,Grand i10 SPORTZ 1.2 KAPPA VTVT,52672,Petrol,Manual,100% Tyre Life,Bangalore,4.48,"8,758"
2228,2015,Hyundai,Elite i20 ASTA 1.2,87488,Petrol,Manual,Top Model,Bangalore,5.67,"11,085"
2229,2018,Honda,Amaze 1.5L I-DTEC S,133699,Diesel,Manual,Regularly Serviced,Bangalore,5.69,"12,657"
2230,2015,Hyundai,Elite i20 ASTA 1.2,99831,Petrol,Manual,Top Model,Bangalore,5.31,"10,381"
2231,2016,Maruti,Baleno ZETA PETROL 1.2,40779,Petrol,Manual,Alloy Wheels,Bangalore,5.87,"11,476"
2232,2019,Mahindra,XUV500 W11 (O) AT,123925,Diesel,Automatic,Top Model,Bangalore,14.28,"31,048"
2233,2019,Honda,Amaze 1.2L I-VTEC V CVT,30270,Petrol,Automatic,Alloy Wheels,Bangalore,6.98,"13,646"
2234,2015,Mahindra,Scorpio S2,36537,Diesel,Manual,Regularly Serviced,Bangalore,8.04,"17,481"
2235,2015,Maruti,Ciaz ZXI,45079,Petrol,Manual,Alloy Wheels,Bangalore,5.62,"10,987"
2236,2016,Honda,City 1.5L I-VTEC E MT,69102,Petrol,Manual,Regularly Serviced,Bangalore,5.34,"10,440"
2237,2018,Renault,Kwid RXL 1.0,44721,Petrol,Manual,Regularly Serviced,Bangalore,3.28,"6,412"
2238,2021,Hyundai,VENUE SX 1.0 TURBO IMT,13449,Petrol,Manual,Top Model,Bangalore,9.83,"18,710"
2239,2017,Honda,Jazz 1.2L I-VTEC V,55531,Petrol,Manual,Alloy Wheels,Bangalore,5.89,"11,515"
2240,2020,Tata,ALTROZ XZ PETROL,36967,Petrol,Manual,Alloy Wheels,Bangalore,7.55,"14,760"
2241,2015,Renault,Duster 85 PS RXL DIESEL,57783,Diesel,Manual,City Driven,Bangalore,6.23,"13,858"
2242,2019,Maruti,Dzire ZXI PLUS AMT,47447,Petrol,Automatic,Top Model,Bangalore,6.86,"13,411"
2243,2022,Renault,Kwid RXL 1.0 AMT,36615,Petrol,Automatic,Regularly Serviced,Bangalore,4.58,"8,954"
2244,2016,Volkswagen,Vento HIGHLINE PETROL AT,72451,Petrol,Automatic,Top Model,Bangalore,7.60,"14,858"
2245,2018,Tata,NEXON XZ PLUS PETROL,34106,Petrol,Manual,Alloy Wheels,Bangalore,7.89,"15,425"
2246,2017,Renault,Kwid RXL 1.0,60748,Petrol,Manual,Low Run Cost,Bangalore,2.99,"5,846"
2247,2017,Volkswagen,TIGUAN HIGHLINE TDI AT,88461,Diesel,Automatic,100% Tyre Life,Bangalore,20.03,"38,125"
2248,2021,Volkswagen,Polo HIGHLINE PLUS 1.0L TSI,17208,Petrol,Manual,Alloy Wheels,Bangalore,7.54,"14,741"
2249,2014,Maruti,Alto 800 LXI,75618,Petrol,Manual,Low Run Cost,Bangalore,2.10,"4,671"
2250,2018,Mahindra,Thar CRDE 4X4 AC,64643,Diesel,Manual,Alloy Wheels,Bangalore,8.22,"15,646"
2251,2019,Hyundai,NEW SANTRO SPORTZ MT,74190,Petrol,Manual,Regularly Serviced,Bangalore,4.52,"8,837"
2252,2017,Hyundai,i20 Active 1.2 SX DUAL TONE,52666,Petrol,Manual,Top Model,Bangalore,6.67,"13,040"
2253,2015,Hyundai,Grand i10 ASTA (O) 1.2 KAPPA VTVT,67557,Petrol,Manual,Top Model,Bangalore,4.50,"8,798"
2254,2021,Maruti,Celerio ZXI PLUS,22245,Petrol,Manual,Spl. Reg. No.,Bangalore,6.48,"12,669"
2255,2017,Hyundai,Elite i20 ERA 1.2,38041,Petrol,Manual,Regularly Serviced,Bangalore,5.54,"10,827"
2256,2018,Hyundai,NEW SANTRO SPORTZ MT,25447,Petrol,Manual,City Driven,Bangalore,4.13,"8,082"
2257,2015,Maruti,Alto 800 LXI,91056,Petrol,Manual,Regularly Serviced,Bangalore,2.77,"5,415"
2258,2014,Maruti,Alto K10 VXI,96747,Petrol,Manual,Top Model,Bangalore,2.51,"5,583"
2259,2012,Hyundai,Verna FLUIDIC 1.6 VTVT SX,68459,Petrol,Manual,Top Model,Bangalore,4.23,"14,050"
2260,2014,Hyundai,Eon ERA +,29248,Petrol,Manual,Regularly Serviced,Bangalore,2.85,"6,340"
2261,2015,Hyundai,Elite i20 ASTA 1.2,88718,Petrol,Manual,Top Model,Bangalore,5.27,"10,303"
2262,2018,Maruti,Ciaz ALPHA 1.5 SHVS PETROL,43109,Petrol,Manual,Alloy Wheels,Bangalore,7.15,"13,978"
2263,2010,Maruti,Swift VXI,109452,Petrol,Manual,100% Tyre Life,Bangalore,3.08,"27,337"
2264,2016,Renault,Kwid RXT 1.0,64801,Petrol,Manual,Top Model,Bangalore,3.12,"6,100"
2265,2023,KIA,CARENS LUXURY 1.4 PETROL 7 STR,3418,Petrol,Manual,Alloy Wheels,Bangalore,17.10,"32,548"
2266,2013,Maruti,Alto 800 LXI,104836,Petrol,Manual,100% Tyre Life,Bangalore,2.12,"5,583"
2267,2019,Tata,NEXON XZA PLUS PETROL DUAL TONE,41840,Petrol,Automatic,Top Model,Bangalore,7.90,"15,445"
2268,2017,Maruti,Ertiga ZXI+,69090,Petrol,Manual,Spl. Reg. No.,Bangalore,7.71,"15,080"
2269,2010,Hyundai,Verna TRANSFORM 1.6 VTVT,86265,Petrol,Manual,City Driven,Bangalore,2.74,"24,345"
2270,2017,Maruti,Dzire VDI AMT,56164,Diesel,Automatic,Regularly Serviced,Bangalore,7.08,"13,842"
2271,2012,Maruti,Swift VDI,76775,Diesel,Manual,City Driven,Bangalore,4.11,"19,347"
2272,2016,Hyundai,Grand i10 ASTA (O) 1.2 KAPPA VTVT,38697,Petrol,Manual,Top Model,Bangalore,5.00,"9,775"
2273,2019,Honda,Amaze 1.5L I-DTEC S,54084,Diesel,Manual,100% Tyre Life,Bangalore,6.59,"12,884"
2274,2021,Hyundai,VENUE SX 1.0 TURBO,31897,Petrol,Manual,Top Model,Bangalore,10.26,"19,529"
2275,2018,Toyota,Innova Crysta 2.4 VX 7 STR,29041,Diesel,Manual,Spl. Reg. No.,Bangalore,19.64,"37,383"
2276,2015,Honda,City 1.5L I-VTEC V MT,49932,Petrol,Manual,Alloy Wheels,Bangalore,6.21,"12,141"
2277,2019,Renault,TRIBER RXL MT,43155,Petrol,Manual,Regularly Serviced,Bangalore,5.53,"10,811"
2278,2015,Maruti,Swift Dzire ZXI,131144,Petrol,Manual,Top Model,Bangalore,4.94,"10,989"
